Well,Sample ID,Depth,Quartz,KFeldspar,Plagioclase,Quartzite,Phyllite,MRF undiff,Mafic Metamorphic RF,Shale RF,Siltstone RF,Sandstone RF,Chert,Limestone RF,Silicic Volcanic RF,Feldspathic VRF,Basaltic RF,Volcanic Glass,Plut RF undiff,Undiff ductile lithic,Muscovite,Biotite,Chlorite,Iron Oxide,Tourmaline,TiOx,Zircon,Amphibole,Opaque minerals,Clay mineral matrix,Porelining (tangential) illite,FeOs (porelinung),Quartz cement,Kfeldspar cement,Calcite,Dolomite,Fedolomite,Siderite,FeOs (porefilling),auth TiOx,porefilling Illite (radial and meshwork),Chlorite,Kaolinite,Solid hydrocarbon,Anhydrite,Gypsum,Barite,Halite,Kaolinite rp Kfeldspar,Illite rp Kaolinite,Illite rp Kfeldspar,Dolomite rp Kfeldspar,Calcite rp Kfs,Chlorite rp VRF,Intergranular porosity,Intragranular porosity (Kfeldspar),Intragranular porosity (undifferentiated),Intragranular Fracture Porosity,Porosity (%),log-transformed Permeability (mD),IGV,GTI,GTG,Grain size (mm),Sorting,Q,F,R,COPL (%),CEPL (%),,,,
Rotliegendes A+B,A_19,5505.84,58.67,8.33,0.00,1.00,0.33,0.00,0.00,0.00,0.00,1.33,0.00,0.00,4.67,1.67,0.00,0.00,4.00,0.00,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,1.00,4.33,0.00,4.33,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.67,0.00,0.00,0.00,5.1,-0.502,15.0,67.0,32.8,0.274,1.06,74.58,10.83,14.58,32.65,10.55,,,,
Rotliegendes A+B,A_20,5507.01,56.00,7.33,0.00,0.67,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.67,1.00,0.33,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,3.67,5.00,0.00,7.00,0.00,2.33,0.00,0.00,0.00,0.00,0.00,0.00,4.67,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.33,0.00,1.67,0.00,0.00,0.00,3.4,-0.714,19.7,57.4,18.9,0.225,1.01,76.23,10.31,13.45,30.38,13.46,,,,
Rotliegendes A+B,B_01,5251.04,64.00,5.67,0.00,1.00,2.33,0.00,0.00,0.67,0.33,1.33,0.33,0.00,3.33,0.33,0.00,0.00,2.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.33,3.00,0.00,1.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00,1.00,0.00,0.00,0.67,0.00,0.00,0.00,1.00,0.00,0.00,0.00,2,0.165,14.3,73.1,30.1,0.316,1.03,79.27,7.32,13.41,33.73,10.60,,,,
Rotliegendes A+B,B_02,5251.32,61.67,9.67,0.00,1.00,0.00,0.33,0.00,0.33,0.00,1.33,1.33,0.00,1.33,0.33,0.00,0.00,4.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.33,0.00,4.33,0.00,4.67,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,4.67,0.33,0.33,0.00,6.3,0.495,15.7,57.0,25.7,0.298,0.82,76.73,12.65,10.61,33.73,8.17,,,,
Rotliegendes A+B,B_03,5251.56,62.67,10.00,0.00,1.00,1.33,0.00,0.00,0.00,0.00,0.67,0.33,0.00,1.00,0.33,0.33,0.00,3.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,5.33,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.33,3.67,0.00,0.33,0.00,6.2,0.349,15.7,53.5,18.1,0.285,0.86,78.28,13.11,8.61,33.20,9.35,,,,
Rotliegendes A+B,B_04,5251.92,56.33,10.33,0.00,1.00,2.33,0.00,0.00,0.33,0.67,0.00,0.33,0.00,4.33,0.00,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.67,0.00,7.33,0.00,2.67,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.33,0.00,0.00,0.00,0.00,2.1,-1.161,19.0,62.4,30.2,0.206,0.79,75.11,13.54,11.35,28.88,16.12,,,,
Rotliegendes A+B,B_05,5252.10,53.67,7.33,0.00,0.67,1.00,0.00,0.00,0.00,0.33,1.00,0.67,0.00,5.00,3.33,0.00,0.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,1.33,3.00,0.00,3.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.33,3.67,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.33,4.67,0.00,0.00,0.00,12.2,2.420,14.3,76.1,39.0,0.389,0.78,66.53,9.39,24.08,33.73,8.17,,,,
Rotliegendes A+B,B_06,5252.45,62.33,8.33,0.00,1.33,0.67,0.00,0.00,0.33,0.00,0.33,0.33,0.00,3.33,0.33,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,2.67,0.00,2.67,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.33,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.33,10.67,0.00,0.33,0.00,7.2,1.134,14.7,70.9,25.0,0.354,0.85,78.28,11.07,10.66,33.47,4.44,,,,
Rotliegendes A+B,B_07,5252.75,61.00,9.33,0.00,0.67,0.00,0.33,0.00,0.33,0.00,0.33,0.00,0.00,3.33,0.33,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,1.67,0.00,4.67,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,2.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,11.00,0.00,0.33,0.00,13,2.394,20.0,73.6,22.0,0.299,0.55,79.40,12.02,8.58,29.79,7.49,,,,
Rotliegendes A+B,B_08,5260.06,63.67,12.33,0.00,1.00,0.67,0.00,0.00,0.67,0.00,0.33,0.33,0.00,2.00,2.33,0.00,0.00,1.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,2.33,0.00,3.33,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.33,0.00,0.00,14.5,2.893,12.7,79.3,37.4,0.317,0.61,76.68,14.62,8.70,35.29,5.18,,,,
Rotliegendes A+B,B_09,5261.26,61.00,12.67,0.00,1.33,0.67,0.00,0.00,0.00,0.00,1.33,0.00,0.00,2.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.33,0.00,5.00,0.00,1.33,0.00,0.00,0.00,0.00,0.00,0.33,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.33,0.00,0.00,11.3,2.306,15.3,70.1,31.6,0.283,0.87,76.02,15.85,8.13,33.20,7.35,,,,
Rotliegendes A+B,B_10,5261.52,67.00,9.00,0.00,1.33,1.33,0.00,0.00,0.00,0.33,0.33,0.67,0.00,3.00,0.00,0.00,0.00,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,3.33,0.00,1.67,0.00,0.00,0.00,0.00,0.00,0.67,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.33,0.00,4.33,0.33,0.33,0.00,11.1,2.091,11.0,70.9,35.9,0.283,0.69,80.71,11.02,8.27,35.80,6.42,,,,
Rotliegendes A+B,B_11,5261.87,58.00,8.00,0.00,1.00,0.67,0.00,0.00,0.33,0.00,0.67,0.00,0.00,2.67,1.33,0.00,0.00,4.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.67,0.00,4.00,0.00,5.67,0.00,0.00,0.00,0.00,0.00,1.00,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.67,0.00,0.33,0.00,10.6,2.099,18.0,72.4,15.0,0.323,0.66,76.62,12.12,11.26,28.88,12.09,,,,
Rotliegendes A+B,B_12,5262.08,64.00,8.33,0.00,0.33,0.33,0.00,0.00,1.00,0.00,0.33,0.33,0.00,4.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,4.67,0.00,1.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.67,0.67,0.00,11.8,2.241,13.3,71.5,22.1,0.295,0.76,79.75,10.74,9.50,32.93,6.48,,,,
Rotliegendes A+B,B_13,5262.50,57.67,9.00,0.00,1.33,0.67,0.00,0.00,0.00,0.67,0.00,0.67,0.00,1.33,0.67,0.00,0.00,1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,8.33,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.67,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.33,0.00,1.00,0.00,8.9,1.511,22.3,71.0,13.9,0.271,0.81,80.45,12.73,6.82,26.01,15.04,,,,
Rotliegendes A+B,B_14,5263.00,63.67,10.00,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.67,0.67,0.00,2.67,1.00,0.67,0.00,3.00,0.00,0.33,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.33,3.33,0.00,2.33,0.00,3.67,0.00,0.00,0.00,0.00,0.00,0.33,1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,4.00,0.00,0.33,0.00,8.7,1.271,12.0,64.7,24.9,0.289,0.81,77.11,12.05,10.84,35.04,7.36,,,,
Rotliegendes A+B,B_15,5264.53,56.33,8.00,0.00,1.67,0.67,0.00,0.00,0.00,0.33,0.00,0.00,0.00,2.33,1.00,0.00,0.33,10.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.33,3.33,0.00,2.33,0.00,2.33,0.00,0.00,0.00,0.00,0.00,0.00,3.67,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.5,-1.319,15.0,81.6,39.6,0.426,1.13,71.60,9.88,18.52,32.65,12.35,,,,
Rotliegendes A+B,B_16,5264.66,51.67,5.67,0.67,0.33,2.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,2.67,0.33,0.00,0.00,10.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,4.00,0.00,2.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.6,-2.046,20.3,81.6,67.4,0.363,1.41,69.64,9.38,20.98,27.31,17.69,,,,
Rotliegendes A+B,B_17,5264.74,61.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.33,1.00,0.00,0.33,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.67,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.33,0.00,0.33,0.00,11.9,2.468,20.7,45.2,16.2,0.335,0.46,79.91,12.66,7.42,28.26,11.48,,,,
Rotliegendes A+B,B_18,5264.96,58.00,11.67,0.00,1.33,1.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,2.33,1.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.33,0.00,12.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.33,0.00,1.00,0.00,12.2,2.197,20.3,43.9,17.8,0.307,0.39,77.73,15.28,6.99,28.88,11.62,,,,
Rotliegendes A+B,B_19,5265.23,55.00,11.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,2.33,0.67,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,1.00,2.67,0.00,9.67,0.33,4.00,0.00,0.00,0.00,0.00,0.00,0.33,1.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,5.33,0.00,0.33,0.00,7.8,1.495,22.3,55.5,22.2,0.310,0.39,75.23,14.86,9.91,26.67,14.42,,,,
Rotliegendes A+B,B_20,5267.71,43.67,7.67,0.00,0.33,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,2.33,0.33,1.33,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.67,0.00,2.33,0.00,4.33,0.00,0.00,0.00,0.00,0.00,0.00,5.33,0.00,0.00,1.67,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.33,0.00,1.00,0.33,0.67,0.00,3.5,-1.076,14.7,72.3,15.1,0.365,0.97,56.90,10.78,32.33,31.82,12.50,,,,
Rotliegendes A+B,B_21,5279.25,67.33,7.33,0.00,0.33,1.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00,4.67,0.33,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,1.33,4.67,0.00,1.67,0.00,1.33,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.8,-1.276,11.3,74.1,26.1,0.175,1.18,80.88,9.56,9.56,34.52,10.48,,,,
Rotliegendes A+B,B_22,5280.12,64.00,10.33,0.00,1.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,2.33,0.33,0.00,0.00,2.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,1.33,7.67,0.00,5.67,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.33,0.00,0.00,0.33,0.00,3.9,-0.936,10.0,59.2,33.9,0.200,0.94,80.25,13.17,6.58,33.20,11.80,,,,
Rotliegendes A+B,B_23,5281.35,59.00,8.33,0.00,0.33,0.00,0.00,0.00,0.33,0.33,0.33,0.00,0.00,4.33,3.33,0.00,0.00,6.33,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.33,4.33,0.00,2.00,0.00,3.67,0.00,0.00,0.00,0.00,0.00,0.00,1.33,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.33,0.00,0.33,0.00,4.7,-0.939,11.0,76.7,39.8,0.177,1.10,71.77,10.89,17.34,35.04,9.74,,,,
Rotliegendes A+B,B_24,5282.82,69.00,7.33,0.00,0.00,0.33,0.00,0.00,0.67,0.00,0.67,0.00,0.00,3.33,1.00,0.00,0.00,2.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,4.00,0.00,5.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.33,0.00,0.00,0.00,3.4,-1.284,9.7,61.3,44.1,0.197,1.14,81.82,9.49,8.70,36.29,8.49,,,,
Rotliegendes A+B,B_25,5284.07,53.67,7.00,0.00,0.67,1.00,1.33,0.00,0.00,0.67,0.33,0.00,0.00,4.67,2.33,0.00,0.00,8.67,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,5.67,0.00,3.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.67,0.33,0.33,0.67,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.67,0.00,0.00,2.9,-1.201,12.3,76.3,24.7,0.257,1.01,67.63,8.71,23.65,32.65,12.35,,,,
Rotliegendes A+B,B_26,5285.52,69.67,5.33,0.33,1.00,0.67,1.00,0.00,0.00,0.00,0.33,0.00,0.00,3.33,0.67,0.00,0.33,2.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.33,7.33,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.7,-1.678,7.3,79.1,45.1,0.276,1.16,83.14,7.06,9.80,35.55,9.45,,,,
Rotliegendes A+B,B_27,5285.81,68.00,12.67,0.00,0.67,0.00,0.33,0.00,0.00,0.00,0.33,0.00,0.00,1.33,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,11.67,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.33,0.00,0.00,0.33,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,3,-1.056,13.7,46.7,33.2,0.270,0.52,81.75,15.08,3.17,35.04,9.96,,,,
Rotliegendes A+B,B_28,5286.80,60.33,15.67,0.00,0.00,0.33,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,15.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,1.33,0.00,0.00,0.00,4.1,-0.335,18.0,40.7,21.9,0.317,0.45,75.73,19.67,4.60,31.25,12.83,,,,
Rotliegendes A+B,B_29,5288.58,65.00,13.00,0.00,0.00,0.33,0.33,0.00,0.00,0.00,0.67,0.00,0.00,1.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.33,0.00,9.33,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,1.67,1.00,0.00,0.00,4.5,-0.358,12.7,54.9,29.3,0.279,0.49,80.58,16.12,3.31,32.93,10.96,,,,
Rotliegendes A+B,B_30,5289.48,59.67,7.00,0.00,0.67,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,8.67,3.33,0.00,0.00,7.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,8.00,0.00,1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,2.5,-1.167,4.3,80.0,41.1,0.312,1.11,69.08,8.02,22.90,37.26,7.74,,,,
Rotliegendes A+B,B_31,5290.94,52.00,3.33,0.00,0.33,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,6.33,2.33,0.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.33,0.00,1.33,7.33,0.00,3.33,0.00,1.67,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.00,3.5,-1.194,8.3,73.3,28.8,0.427,1.42,62.80,4.40,32.80,34.78,10.00,,,,
Rotliegendes A+B,B_32,5291.88,61.67,6.00,0.00,0.33,0.67,1.67,0.00,0.33,0.00,0.00,0.00,0.00,5.33,1.67,0.00,0.00,4.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,8.00,0.00,3.00,0.00,4.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.00,3.6,-1.066,9.3,67.3,28.7,0.242,1.17,75.30,7.69,17.00,33.47,11.31,,,,
Rotliegendes A+B,B_33,5293.37,53.00,4.67,0.00,1.00,1.33,1.67,0.00,0.33,0.33,0.00,0.00,0.00,6.33,1.67,0.00,0.00,5.00,0.00,0.33,0.00,0.00,0.00,0.00,0.67,0.33,0.00,0.00,5.67,13.00,0.00,3.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.2,-1.638,10.3,70.9,43.7,0.262,1.15,71.68,7.08,21.24,28.57,16.43,,,,
Rotliegendes A+B,B_34,5293.69,62.00,8.33,0.00,0.33,1.00,0.00,0.00,0.67,0.33,1.67,0.00,0.00,2.33,1.33,0.00,0.33,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,5.67,0.00,11.33,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,1.00,0.00,0.00,0.00,2.6,-1.268,14.0,48.3,30.0,0.281,0.63,77.92,10.83,11.25,31.54,12.78,,,,
Rotliegendes A+B,B_35,5294.28,54.00,8.00,0.33,1.33,1.67,0.67,0.00,0.67,0.00,0.67,0.33,0.00,10.67,1.33,0.00,0.00,4.67,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,1.67,0.00,2.33,0.00,7.33,0.00,0.00,0.00,0.00,0.00,0.33,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.67,0.00,0.00,0.00,4,-0.452,13.0,74.8,29.0,0.377,0.68,65.61,10.28,24.11,35.55,9.02,,,,
